"","X","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","PRICE.SQUARE.FEET","BOROUGHNAME","location","ID","lon","lat"
"6221","3210","5","LIVINGSTON","01 ONE FAMILY DWELLINGS                    ","1","138","381","NA","A2","11 CURTIS COURT"," ","10310","1","0","1","5000","1196","1955","1","A2","550000","2016-12-15","459.866220735786","Staten Island","11 CURTIS COURT, Staten Island, 10310 - New York","9050","-74.1087816","40.6386355"
"6222","3219","5","LIVINGSTON","02 TWO FAMILY DWELLINGS                    ","1","70","1","NA","B2","91 TYSEN STREET"," ","10301","2","0","2","2450","1836","1920","1","B2","350000","2016-09-09","190.631808278867","Staten Island","91 TYSEN STREET, Staten Island, 10301 - New York","9051","-74.0995656","40.6432511"
"6223","3221","5","LIVINGSTON","02 TWO FAMILY DWELLINGS                    ","1","70","38","NA","B2","18-20 CLINTON AVENUE"," ","10301","2","0","2","9130","3456","1899","1","B2","460911","2016-11-09","133.365451388889","Staten Island","18-20 CLINTON AVENUE, Staten Island, 10301 - New York","9052","-74.0985938","40.6440787"
"6224","3222","5","LIVINGSTON","02 TWO FAMILY DWELLINGS                    ","1","78","59","NA","B2","85 BARD AVENUE"," ","10310","2","0","2","6000","2100","1950","1","B2","625000","2016-12-09","297.619047619048","Staten Island","85 BARD AVENUE, Staten Island, 10310 - New York","9053","-74.107958","40.642981"
"6225","3236","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","689","300","NA","A1","31 TOWNLEY AVENUE"," ","10314","1","0","1","6029","2398","1975","1","A1","738000","2016-09-12","307.756463719766","Staten Island","31 TOWNLEY AVENUE, Staten Island, 10314 - New York","9054","-74.1153011","40.6054253"
"6226","3239","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","689","430","NA","A1","530 VALLEYVIEW PLACE"," ","10314","1","0","1","6200","2528","1980","1","A1","935000","2016-12-28","369.857594936709","Staten Island","530 VALLEYVIEW PLACE, Staten Island, 10314 - New York","9055","-74.1141081","40.6062496"
"6227","3245","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","690","232","NA","A2","191 TODT HILL ROAD"," ","10314","1","0","1","4510","950","1955","1","A2","550000","2016-10-20","578.947368421053","Staten Island","191 TODT HILL ROAD, Staten Island, 10314 - New York","9057","-74.1171254","40.6083577"
"6228","3250","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","694","411","NA","A2","77 SCHMIDTS LANE"," ","10314","1","0","1","6000","1425","1960","1","A2","680000","2016-12-27","477.19298245614","Staten Island","77 SCHMIDTS LANE, Staten Island, 10314 - New York","9058","-74.1155984","40.6094804"
"6229","3262","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","705","46","NA","A1","127 TILLMAN STREET"," ","10314","1","0","1","5952","2101","1970","1","A1","630000","2016-09-15","299.857210851975","Staten Island","127 TILLMAN STREET, Staten Island, 10314 - New York","9060","-74.1162073","40.6046586"
"6230","3269","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","714","156","NA","A1","12 MELBA STREET"," ","10314","1","0","1","4332","2388","1975","1","A1","650000","2016-12-29","272.194304857621","Staten Island","12 MELBA STREET, Staten Island, 10314 - New York","9061","-74.1249857","40.6081044"
"6231","3273","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","752","501","NA","A2","235 FANNING STREET"," ","10314","1","0","1","5565","1159","1965","1","A2","599900","2016-12-28","517.601380500431","Staten Island","235 FANNING STREET, Staten Island, 10314 - New York","9062","-74.1228362","40.6054524"
"6232","3275","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","752","690","NA","A2","430 WESTWOOD AVENUE"," ","10314","1","0","1","5000","1000","1950","1","A2","592000","2016-09-28","592","Staten Island","430 WESTWOOD AVENUE, Staten Island, 10314 - New York","9063","-74.1253642","40.6061491"
"6233","3277","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","754","47","NA","A2","310 ELVIN STREET"," ","10314","1","0","1","4300","912","1955","1","A2","500000","2016-12-07","548.245614035088","Staten Island","310 ELVIN STREET, Staten Island, 10314 - New York","9064","-74.1216134","40.6035797"
"6234","3278","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","757","72","NA","A5","352 MOUNTAINVIEW AVENUE"," ","10314","1","0","1","3575","1360","1975","1","A5","200000","2016-12-08","147.058823529412","Staten Island","352 MOUNTAINVIEW AVENUE, Staten Island, 10314 - New York","9065","-74.1254625","40.6031019"
"6235","3279","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","759","1","NA","A1","147 MOUNTAINVIEW AVENUE"," ","10314","1","0","1","4770","2662","1950","1","A1","588000","2016-09-13","220.886551465064","Staten Island","147 MOUNTAINVIEW AVENUE, Staten Island, 10314 - New York","9066","-74.1262328","40.6081657"
"6236","3283","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","760","38","NA","A1","212 MOUNTAINVIEW AVENUE"," ","10314","1","0","1","3960","1090","1935","1","A1","520000","2016-11-16","477.064220183486","Staten Island","212 MOUNTAINVIEW AVENUE, Staten Island, 10314 - New York","9067","-74.1260093","40.6066223"
"6237","3292","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","765","58","NA","A1","188 PERRY AVENUE"," ","10314","1","0","1","5000","1152","1930","1","A1","370000","2016-12-02","321.180555555556","Staten Island","188 PERRY AVENUE, Staten Island, 10314 - New York","9069","-74.1297459","40.6073252"
"6238","3297","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","767","20","NA","A5","21 LIVINGSTON AVENUE"," ","10314","1","0","1","2000","900","2001","1","A5","499000","2016-09-15","554.444444444444","Staten Island","21 LIVINGSTON AVENUE, Staten Island, 10314 - New York","9071","-74.128743","40.605192"
"6239","3299","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","767","41","NA","A2","12 SUFFOLK AVENUE"," ","10314","1","0","1","4000","768","1955","1","A2","420000","2016-09-08","546.875","Staten Island","12 SUFFOLK AVENUE, Staten Island, 10314 - New York","9072","-74.1281864","40.6056071"
"6240","3304","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","768","65","NA","A5","54 LIVINGSTON AVENUE"," ","10314","1","0","1","2000","1554","1990","1","A5","490000","2016-11-10","315.315315315315","Staten Island","54 LIVINGSTON AVENUE, Staten Island, 10314 - New York","9073","-74.12916","40.604385"
"6241","3305","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","769","23","NA","A5","21 WELLBROOK AVENUE"," ","10314","1","0","1","1900","1080","1988","1","A5","370110","2016-10-14","342.694444444444","Staten Island","21 WELLBROOK AVENUE, Staten Island, 10314 - New York","9074","-74.130551","40.605199"
"6242","3308","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","799","1","NA","A5","467 FANNING STREET"," ","10314","1","0","1","3100","2500","1988","1","A5","575000","2016-09-23","230","Staten Island","467 FANNING STREET, Staten Island, 10314 - New York","9075","-74.122107","40.6004843"
"6243","3311","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","800","47","NA","A5","481 GOWER STREET"," ","10314","1","0","1","2500","1480","2005","1","A5","545000","2016-12-01","368.243243243243","Staten Island","481 GOWER STREET, Staten Island, 10314 - New York","9076","-74.1233077","40.600175"
"6244","3312","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","801","36","NA","A5","490 MELBA STREET"," ","10314","1","0","1","2300","1806","1991","1","A5","475000","2016-09-30","263.012181616833","Staten Island","490 MELBA STREET, Staten Island, 10314 - New York","9077","-74.1239698","40.599985"
"6245","3313","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","801","57","NA","A1","498 GOWER STREET"," ","10314","1","0","1","4020","1512","1955","1","A1","490000","2016-12-09","324.074074074074","Staten Island","498 GOWER STREET, Staten Island, 10314 - New York","9078","-74.1232766","40.5997574"
"6246","3318","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","802","54","NA","A1","19 CHERRY PLACE"," ","10314","1","0","1","4100","2170","1970","1","A1","650000","2016-09-30","299.539170506912","Staten Island","19 CHERRY PLACE, Staten Island, 10314 - New York","9079","-74.1264853","40.5990858"
"6247","3319","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","802","78","NA","A1","16 MONROE PLACE"," ","10314","1","0","1","4100","1248","1970","1","A1","640000","2016-10-13","512.820512820513","Staten Island","16 MONROE PLACE, Staten Island, 10314 - New York","9080","-74.1264171","40.5997731"
"6248","3337","5","MANOR HEIGHTS","01 ONE FAMILY DWELLINGS                    ","1","918","275","NA","A1","136 BROWNING AVENUE"," ","10314","1","0","1","4000","2186","1970","1","A1","680000","2016-12-21","311.070448307411","Staten Island","136 BROWNING AVENUE, Staten Island, 10314 - New York","9081","-74.118376","40.5995365"
"6249","3341","5","MANOR HEIGHTS","02 TWO FAMILY DWELLINGS                    ","1","705","320","NA","B2","35 POLAND PLACE"," ","10314","2","0","2","4000","2132","1975","1","B2","560000","2016-12-29","262.664165103189","Staten Island","35 POLAND PLACE, Staten Island, 10314 - New York","9082","-74.1178358","40.6073937"
"6250","3356","5","MANOR HEIGHTS","02 TWO FAMILY DWELLINGS                    ","1","802","1","NA","B3","528 GANSEVOORT BOULEVARD"," ","10314","2","0","2","4998","1632","1955","1","B3","559000","2016-09-09","342.524509803922","Staten Island","528 GANSEVOORT BOULEVARD, Staten Island, 10314 - New York","9083","-74.1255073","40.5984127"
"6251","3359","5","MANOR HEIGHTS","02 TWO FAMILY DWELLINGS                    ","1","803","29","NA","B2","229 LIVINGSTON AVENUE"," ","10314","2","0","2","3350","1928","2005","1","B2","512349","2016-09-19","265.741182572614","Staten Island","229 LIVINGSTON AVENUE, Staten Island, 10314 - New York","9084","-74.1282351","40.6000987"
"6252","3364","5","MANOR HEIGHTS","02 TWO FAMILY DWELLINGS                    ","1","805","18","NA","B1","16 CAROLINA COURT"," ","10314","2","0","2","4920","2311","1970","1","B1","650000","2016-11-29","281.263522284725","Staten Island","16 CAROLINA COURT, Staten Island, 10314 - New York","9086","-74.1267353","40.6012701"
"6253","3366","5","MANOR HEIGHTS","02 TWO FAMILY DWELLINGS                    ","1","813","35","NA","B3","148 GRAVES STREET"," ","10314","2","0","2","3600","1506","1945","1","B3","540000","2016-12-23","358.565737051793","Staten Island","148 GRAVES STREET, Staten Island, 10314 - New York","9087","-74.1294117","40.6018344"
"6254","3379","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1144","58","NA","A1","116 DIXON AVENUE"," ","10303","1","0","1","2420","992","1930","1","A9","360000","2016-09-30","362.903225806452","Staten Island","116 DIXON AVENUE, Staten Island, 10303 - New York","9088","-74.1462619","40.627651"
"6255","3393","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1160","68","NA","A2","18 LAKE AVENUE"," ","10303","1","0","1","5928","960","1950","1","A2","299000","2016-12-20","311.458333333333","Staten Island","18 LAKE AVENUE, Staten Island, 10303 - New York","9089","-74.1507162","40.6365806"
"6256","3394","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1161","177","NA","A1","208 GRANITE AVENUE"," ","10303","1","0","1","2195","1122","1930","1","A1","380000","2016-11-08","338.680926916221","Staten Island","208 GRANITE AVENUE, Staten Island, 10303 - New York","9090","-74.14886","40.63268"
"6257","3395","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1161","179","NA","A1","210 GRANITE AVENUE"," ","10303","1","0","1","9234","1344","1931","1","A1","390000","2016-11-08","290.178571428571","Staten Island","210 GRANITE AVENUE, Staten Island, 10303 - New York","9091","-74.1485924","40.632559"
"6258","3397","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1169","27","NA","A5","217-A GRANITE AVENUE"," ","10303","1","0","1","1300","1144","1996","1","A5","345793","2016-11-17","302.266608391608","Staten Island","217-A GRANITE AVENUE, Staten Island, 10303 - New York","9092","-74.148723","40.631225"
"6259","3400","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1170","47","NA","A1","257 GRANITE AVENUE"," ","10303","1","0","1","5460","2204","1960","1","A1","329000","2016-12-12","149.274047186933","Staten Island","257 GRANITE AVENUE, Staten Island, 10303 - New York","9093","-74.1494782","40.6297622"
"6260","3404","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1172","189","NA","A1","264 GRANITE AVENUE"," ","10303","1","0","1","6384","2290","1970","1","A1","460000","2016-11-29","200.873362445415","Staten Island","264 GRANITE AVENUE, Staten Island, 10303 - New York","9094","-74.1495475","40.6295407"
"6261","3414","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1183","106","NA","A2","82 RONALD AVENUE"," ","10303","1","0","1","4400","1056","1955","1","A2","365000","2016-12-29","345.643939393939","Staten Island","82 RONALD AVENUE, Staten Island, 10303 - New York","9095","-74.1511291","40.6279202"
"6262","3415","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1183","145","NA","A5","98 WENLOCK STREET"," ","10303","1","0","1","2250","1280","2003","1","A5","369000","2016-11-15","288.28125","Staten Island","98 WENLOCK STREET, Staten Island, 10303 - New York","9096","-74.1516873","40.6272158"
"6263","3417","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1183","147","NA","A5","94 WENLOCK STREET"," ","10303","1","0","1","1710","1152","2003","1","A5","300000","2016-09-20","260.416666666667","Staten Island","94 WENLOCK STREET, Staten Island, 10303 - New York","9097","-74.151594","40.627004"
"6264","3421","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1183","210","NA","A5","84 WESTBROOK AVENUE"," ","10303","1","0","1","2750","1120","1988","1","A5","139500","2016-09-30","124.553571428571","Staten Island","84 WESTBROOK AVENUE, Staten Island, 10303 - New York","9098","-74.1513598","40.6264868"
"6265","3424","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1183","218","NA","A1","506 MELYN PLACE"," ","10303","1","0","1","2700","1040","1915","1","A1","232000","2016-09-21","223.076923076923","Staten Island","506 MELYN PLACE, Staten Island, 10303 - New York","9099","-74.1508525","40.6264337"
"6266","3428","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1186","114","NA","A1","92 SIMONSON AVENUE"," ","10303","1","0","1","2280","928","1915","1","A1","155000","2016-10-25","167.025862068966","Staten Island","92 SIMONSON AVENUE, Staten Island, 10303 - New York","9100","-74.1518238","40.6344614"
"6267","3432","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1188","135","NA","A5","43 LAGUNA LANE"," ","10303","1","0","1","2970","1800","2000","1","A5","365000","2016-11-23","202.777777777778","Staten Island","43 LAGUNA LANE, Staten Island, 10303 - New York","9102","-74.1541481","40.6357076"
"6268","3433","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1188","164","NA","A5","19 GIORDAN COURT"," ","10303","1","0","1","902","1516","1990","1","A5","270000","2016-11-22","178.100263852243","Staten Island","19 GIORDAN COURT, Staten Island, 10303 - New York","9103","-74.1535949","40.6365365"
"6269","3447","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1196","127","NA","A1","262 VAN NAME AVENUE"," ","10303","1","0","1","1995","1200","2005","1","A1","453200","2016-12-14","377.666666666667","Staten Island","262 VAN NAME AVENUE, Staten Island, 10303 - New York","9104","-74.153994","40.6293834"
"6270","3449","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1200","111","NA","A9","370 VAN NAME AVENUE"," ","10303","1","0","1","4439","1280","1965","1","A9","355000","2016-09-13","277.34375","Staten Island","370 VAN NAME AVENUE, Staten Island, 10303 - New York","9105","-74.1544111","40.6265106"
"6271","3457","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1215","86","NA","A1","184 VAN PELT AVENUE"," ","10303","1","0","1","3600","1568","1920","1","A1","178448","2016-11-16","113.80612244898","Staten Island","184 VAN PELT AVENUE, Staten Island, 10303 - New York","9106","-74.1552376","40.6316165"
"6272","3464","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1222","39","NA","A5","207 MAPLE PARKWAY"," ","10303","1","0","1","1442","840","2002","1","A5","320000","2016-11-09","380.952380952381","Staten Island","207 MAPLE PARKWAY, Staten Island, 10303 - New York","9107","-74.1562137","40.6282163"
"6273","3465","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1223","38","NA","A5","333 UNION AVENUE"," ","10303","1","0","1","1316","1200","2001","1","A5","292693","2016-11-23","243.910833333333","Staten Island","333 UNION AVENUE, Staten Island, 10303 - New York","9108","-74.1576651","40.6283348"
"6274","3468","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1224","27","NA","A5","20 UNION AVENUE"," ","10303","1","0","1","1708","1150","2001","1","A5","363167","2016-11-17","315.797391304348","Staten Island","20 UNION AVENUE, Staten Island, 10303 - New York","9109","-74.1579481","40.6362325"
"6275","3469","5","MARINERS HARBOR","01 ONE FAMILY DWELLINGS                    ","1","1224","29","NA","A5","24 UNION AVENUE"," ","10303","1","0","1","2654","1150","2001","1","A5","428310","2016-11-02","372.44347826087","Staten Island","24 UNION AVENUE, Staten Island, 10303 - New York","9110","-74.158275","40.6361599"
